date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Tlog (degC),OT
2020/8/5 16:00,991.29,26.3,300.2,6.17,27.63,34.27,9.47,24.8,5.96,9.55,1149.04,2.75,4.83,132.8,39.52,399.7
2020/8/5 16:10,991.27,26.7,300.6,6.09,26.84,35.08,9.42,25.67,5.93,9.5,1147.5,2.01,4.16,148.2,39.62,399.5
2020/8/5 16:20,991.33,26.58,300.48,5.95,26.77,34.84,9.33,25.51,5.87,9.41,1148.07,2.33,5.84,114.7,39.68,399.7
2020/8/5 16:30,991.27,26.64,300.54,5.85,26.5,34.96,9.26,25.7,5.83,9.35,1147.8,2.1,3.81,157.4,39.71,399.5
2020/8/5 16:40,991.2,26.55,300.46,5.92,26.76,34.78,9.31,25.47,5.86,9.39,1148.05,2.21,4.34,159.4,39.72,399.2
2020/8/5 16:50,991.18,26.48,300.39,5.69,26.45,34.63,9.16,25.47,5.77,9.24,1148.36,2.13,3.84,181.9,39.75,399
2020/8/5 17:00,991.15,26.76,300.67,5.67,25.98,35.21,9.15,26.06,5.76,9.23,1147.25,2.29,4.83,189.5,39.83,399
2020/8/5 17:10,991.19,27.01,300.92,5.77,25.77,35.73,9.21,26.52,5.8,9.29,1146.32,2.08,3.73,174.1,39.9,399
2020/8/5 17:20,991.15,27.03,300.94,5.61,25.47,35.77,9.11,26.66,5.74,9.19,1146.24,1.99,3.93,188.9,39.94,399
2020/8/5 17:30,991.11,27.09,301.01,5.64,25.42,35.9,9.12,26.77,5.75,9.21,1145.96,1.73,3.62,166.8,39.95,399
2020/8/5 17:40,991.07,27.21,301.13,5.88,25.67,36.15,9.28,26.87,5.84,9.36,1145.38,1.76,2.82,183.5,39.93,399
2020/8/5 17:50,991.07,27.31,301.23,5.76,25.31,36.36,9.2,27.16,5.8,9.29,1145.04,1.37,2.44,173.2,39.89,399
2020/8/5 18:00,991.07,27.31,301.23,6.05,25.82,36.36,9.39,26.97,5.91,9.47,1144.96,1.14,2.42,186.6,39.85,399.3
2020/8/5 18:10,991.05,27.07,300.99,6.08,26.25,35.85,9.41,26.44,5.93,9.5,1145.84,1.99,2.62,192.4,39.8,399.4
2020/8/5 18:20,991.09,26.78,300.7,5.91,26.39,35.25,9.3,25.95,5.86,9.39,1147.04,1.45,1.95,179.5,39.71,399.4
2020/8/5 18:30,991.17,26.81,300.72,5.91,26.33,35.31,9.3,26.01,5.86,9.38,1147.02,1.2,1.82,197.1,39.57,399.4
2020/8/5 18:40,991.26,26.18,300.08,6.06,27.62,34.03,9.4,24.63,5.92,9.48,1149.49,1.15,1.72,214.4,39.3,399.6
2020/8/5 18:50,991.29,25.53,299.43,6.1,28.78,32.74,9.42,23.32,5.93,9.51,1152.02,0.93,1.15,202.9,38.85,399.8
2020/8/5 19:00,991.32,25.25,299.14,6.14,29.35,32.2,9.45,22.75,5.95,9.53,1153.12,0.84,1.16,209.5,38.3,399.7
2020/8/5 19:10,991.33,25.07,298.96,6.14,29.67,31.86,9.45,22.41,5.95,9.54,1153.83,0.76,1.02,204.3,37.71,399.6
2020/8/5 19:20,991.38,24.94,298.83,6.12,29.85,31.61,9.44,22.18,5.94,9.52,1154.4,0.86,1.28,208.8,37.15,399.6
2020/8/5 19:30,991.44,24.82,298.7,6.34,30.52,31.39,9.58,21.81,6.03,9.66,1154.87,0.47,1.03,173.6,36.6,400.5
2020/8/5 19:40,991.54,24.49,298.36,6.26,30.96,30.78,9.53,21.25,6,9.61,1156.29,0.57,0.83,216,36.07,400.3
2020/8/5 19:50,991.67,24.21,298.07,6.32,31.62,30.27,9.57,20.7,6.02,9.65,1157.51,1.03,1.48,229.1,35.59,400.3
2020/8/5 20:00,991.77,23.82,297.67,6.51,32.78,29.57,9.69,19.87,6.1,9.77,1159.1,0.96,1.6,247.2,35.13,401
2020/8/5 20:10,991.92,23.11,296.95,6.99,35.37,28.33,10.02,18.31,6.31,10.1,1161.91,0.57,0.98,16.1,34.68,404.5
2020/8/5 20:20,992.02,22.81,296.64,7.49,37.29,27.82,10.37,17.44,6.53,10.46,1163.04,0.58,0.99,39.09,34.23,407.2
2020/8/5 20:30,992.12,22.53,296.35,7.74,38.56,27.35,10.55,16.8,6.64,10.63,1164.19,0.56,0.79,40.12,33.78,409.3
2020/8/5 20:40,992.27,21.99,295.8,8.19,41.11,26.47,10.88,15.59,6.85,10.96,1166.34,0.8,1.14,72.97,33.35,413.4
2020/8/5 20:50,992.33,21.35,295.15,8.39,43.32,25.45,11.03,14.43,6.94,11.11,1168.88,0.4,0.7,39.73,32.93,414.9
2020/8/5 21:00,992.41,21.08,294.87,8.42,44.13,25.03,11.05,13.99,6.95,11.13,1170.04,0.22,0.45,1.76,32.53,414.4
2020/8/5 21:10,992.48,20.89,294.68,8.49,44.88,24.74,11.1,13.64,6.99,11.19,1170.85,0.17,0.26,8.63,32.14,415.2
2020/8/5 21:20,992.53,20.63,294.41,8.37,45.23,24.35,11.01,13.34,6.93,11.1,1172,0.37,0.61,50.73,31.79,414.9
2020/8/5 21:30,992.57,20.24,294.02,8.43,46.51,23.77,11.06,12.71,6.96,11.14,1173.57,0.59,0.78,37.32,31.45,416.4
2020/8/5 21:40,992.58,19.85,293.62,8.95,49.36,23.2,11.45,11.75,7.21,11.54,1174.97,0.37,0.64,97.8,31.11,422.1
2020/8/5 21:50,992.59,19.5,293.27,9.07,50.87,22.7,11.55,11.15,7.27,11.64,1176.34,0.17,0.48,24.06,30.77,424.3
2020/8/5 22:00,992.65,19.26,293.03,8.83,50.78,22.37,11.36,11.01,7.15,11.44,1177.47,0.38,0.79,93.6,30.44,422.1
2020/8/5 22:10,992.75,19.02,292.78,8.3,49.74,22.04,10.96,11.08,6.9,11.04,1178.73,0.63,1.55,214.8,30.12,417.6
2020/8/5 22:20,992.78,19.16,292.92,7.96,48.19,22.23,10.71,11.52,6.74,10.79,1178.32,1.31,1.9,232.2,29.81,415.8
2020/8/5 22:30,992.86,19.28,293.03,8.13,48.39,22.4,10.84,11.56,6.82,10.92,1177.87,1.04,1.49,215.4,29.51,417.2
2020/8/5 22:40,992.93,18.96,292.7,8.03,49.03,21.95,10.76,11.19,6.77,10.84,1179.28,1.23,1.74,208.3,29.22,417.2
2020/8/5 22:50,992.94,18.65,292.39,8.06,50.08,21.53,10.78,10.75,6.78,10.86,1180.54,0.93,1.17,196.7,28.95,418.7
2020/8/5 23:00,993,18.1,291.84,8.26,52.55,20.8,10.93,9.87,6.88,11.01,1182.78,0.92,1.71,209.7,28.68,420.9
2020/8/5 23:10,993.02,17.74,291.47,8.21,53.58,20.34,10.9,9.44,6.85,10.97,1184.27,0.87,1.68,201.8,28.43,421
2020/8/5 23:20,993.08,17.18,290.91,8.18,55.37,19.63,10.87,8.76,6.84,10.94,1186.64,0.94,1.7,189.1,28.17,423.1
2020/8/5 23:30,993.14,16.86,290.58,8.62,58.25,19.24,11.2,8.03,7.05,11.28,1187.87,0.76,1.41,193.4,27.9,428.1
2020/8/5 23:40,993.22,16.66,290.37,8.48,58.42,18.99,11.1,7.9,6.98,11.17,1188.84,0.94,1.51,211.6,27.62,427.6
2020/8/5 23:50,993.27,16.31,290.02,8.9,61.44,18.57,11.41,7.16,7.18,11.49,1190.19,1.21,1.96,147.8,27.36,434.5
2020/8/6 0:00,993.26,15.7,289.41,9.21,65.26,17.86,11.66,6.21,7.33,11.74,1192.59,1.21,1.78,138.7,27.11,442.4
2020/8/6 0:10,993.26,15.36,289.07,9.51,68.06,17.48,11.9,5.58,7.48,11.98,1193.88,0.87,1.61,136.1,26.84,451.6
2020/8/6 0:20,993.33,15.19,288.89,9.56,69.05,17.29,11.94,5.35,7.51,12.02,1194.65,0.55,0.9,134.6,26.57,450.4
2020/8/6 0:30,993.38,15.04,288.74,8.91,66.71,17.12,11.42,5.7,7.18,11.5,1195.56,0.62,1.38,178.9,26.31,440.2
2020/8/6 0:40,993.39,15.43,289.13,8.53,63.42,17.56,11.13,6.42,7,11.21,1194.1,0.58,1.14,211.7,26.05,431.7
2020/8/6 0:50,993.43,15.68,289.38,8.89,63.93,17.84,11.41,6.44,7.17,11.48,1192.98,0.87,2.33,155.4,25.82,436.2
2020/8/6 1:00,993.45,15.34,289.03,9.09,66.25,17.46,11.56,5.89,7.27,11.64,1194.34,1.67,2.43,182.1,25.62,441
2020/8/6 1:10,993.47,15,288.69,9.28,68.56,17.08,11.71,5.37,7.36,11.79,1195.71,1.71,2.56,194.5,25.43,445.5
2020/8/6 1:20,993.5,14.88,288.57,9.26,69.01,16.95,11.69,5.25,7.35,11.77,1196.25,1.86,2.72,203.2,25.22,444.8
2020/8/6 1:30,993.47,14.87,288.56,9.11,68.35,16.94,11.58,5.36,7.28,11.65,1196.3,1.54,2.72,203.5,25.01,441.6
2020/8/6 1:40,993.49,14.84,288.53,8.95,67.75,16.9,11.45,5.45,7.2,11.53,1196.52,1.71,2.68,199.1,24.81,438.5
2020/8/6 1:50,993.54,14.61,288.29,8.82,68.19,16.65,11.36,5.3,7.14,11.43,1197.57,1.48,2.1,196.6,24.62,437.6
2020/8/6 2:00,993.55,14.34,288.02,8.93,69.89,16.37,11.44,4.93,7.19,11.51,1198.67,1.85,3.06,196.8,24.46,441.2
2020/8/6 2:10,993.57,14.55,288.23,8.97,69.12,16.59,11.47,5.12,7.21,11.54,1197.81,2.5,3.19,206.8,24.28,440
2020/8/6 2:20,993.63,14.45,288.13,9.04,69.92,16.48,11.52,4.96,7.25,11.6,1198.28,2.03,2.97,213.1,24.09,442.3
2020/8/6 2:30,993.72,14.08,287.75,9.13,72.04,16.09,11.59,4.5,7.29,11.67,1199.89,1.76,2.74,189,23.92,446.4
2020/8/6 2:40,993.76,13.96,287.62,8.95,71.74,15.97,11.45,4.51,7.2,11.53,1200.5,1.21,1.88,182,23.76,443.3
2020/8/6 2:50,993.82,13.88,287.54,8.88,71.78,15.88,11.4,4.48,7.17,11.47,1200.94,1.28,2.05,196.4,23.63,440
2020/8/6 3:00,993.87,14.06,287.72,9.02,71.59,16.07,11.51,4.57,7.23,11.58,1200.2,0.95,2.03,209.5,23.51,442
2020/8/6 3:10,993.93,14.07,287.72,8.95,71.21,16.08,11.45,4.63,7.2,11.52,1200.26,0.79,2.02,198.3,23.41,441
2020/8/6 3:20,994,13.95,287.59,8.97,71.86,15.96,11.47,4.49,7.21,11.54,1200.84,0.83,1.55,152.1,23.32,442.8
2020/8/6 3:30,994.09,13.45,287.09,9,74.39,15.45,11.49,3.96,7.22,11.56,1203.03,0.89,1.55,123.5,23.24,446.1
2020/8/6 3:40,994.08,13.08,286.72,9.02,76.31,15.08,11.51,3.57,7.23,11.57,1204.57,1.24,2.24,131.8,23.15,448.6
2020/8/6 3:50,994.12,12.75,286.38,9.04,78.12,14.75,11.53,3.23,7.24,11.59,1205.99,1.12,1.54,162.5,23.04,452.8
2020/8/6 4:00,994.12,12.4,286.03,9.2,80.8,14.42,11.65,2.77,7.32,11.72,1207.42,1.09,2.15,179.3,22.93,459.8
2020/8/6 4:10,994.14,12.14,285.77,9.27,82.6,14.17,11.71,2.47,7.36,11.78,1208.52,0.94,1.53,161.9,22.81,465.2
2020/8/6 4:20,994.21,11.9,285.52,9.24,83.7,13.95,11.68,2.27,7.34,11.75,1209.63,1.11,1.82,165.5,22.69,465.8
2020/8/6 4:30,994.27,11.81,285.43,9.2,84,13.87,11.65,2.22,7.32,11.72,1210.11,0.84,1.4,179.1,22.57,462.5
2020/8/6 4:40,994.33,11.81,285.42,9.31,84.6,13.87,11.73,2.14,7.37,11.8,1210.14,0.87,1.64,125.9,22.45,468.9
2020/8/6 4:50,994.33,11.85,285.46,9.35,84.6,13.91,11.76,2.14,7.39,11.83,1209.95,0.49,1.02,31.61,22.32,466.4
2020/8/6 5:00,994.38,11.81,285.42,9.34,84.8,13.87,11.76,2.11,7.39,11.83,1210.18,0.35,0.63,56.95,22.18,469
2020/8/6 5:10,994.43,11.9,285.51,9.29,84,13.95,11.72,2.23,7.36,11.78,1209.88,0.45,0.66,226.7,22.06,462.4
2020/8/6 5:20,994.44,12.24,285.85,9.12,81.2,14.27,11.59,2.68,7.28,11.65,1208.52,0.65,1.01,206.6,21.97,451
2020/8/6 5:30,994.52,12.28,285.88,9.01,80.4,14.31,11.5,2.8,7.23,11.57,1208.48,1.01,1.64,197.2,21.95,448.4
2020/8/6 5:40,994.53,12.67,286.27,9.26,79.7,14.68,11.7,2.98,7.35,11.76,1206.76,0.37,0.91,118,22,459.4
2020/8/6 5:50,994.55,13.12,286.72,9.44,78.32,15.12,11.84,3.28,7.44,11.9,1204.82,0.9,1.36,146.4,22.11,468.1
2020/8/6 6:00,994.66,13.32,286.91,9.5,77.64,15.32,11.89,3.42,7.47,11.95,1204.09,0.69,1.33,144.3,22.25,471.9
2020/8/6 6:10,994.79,13.68,287.26,9.62,76.44,15.68,11.99,3.69,7.53,12.05,1202.68,0.61,1.22,159.6,22.43,476.9
2020/8/6 6:20,994.82,14.24,287.82,9.73,74.25,16.26,12.07,4.19,7.58,12.14,1200.34,0.52,0.99,140.7,22.65,481.9
2020/8/6 6:30,994.86,14.64,288.21,9.75,72.45,16.69,12.09,4.6,7.59,12.15,1198.71,0.73,1.33,148.9,22.92,481.7
2020/8/6 6:40,994.97,14.66,288.23,9.74,72.32,16.71,12.08,4.62,7.59,12.14,1198.77,1.1,1.7,146.8,23.23,477.9
2020/8/6 6:50,995.06,14.85,288.41,9.8,71.7,16.91,12.13,4.79,7.62,12.19,1198.06,0.81,1.62,164.2,23.58,476.6
2020/8/6 7:00,995.11,15.37,288.92,9.87,69.68,17.49,12.19,5.3,7.65,12.25,1195.94,1,1.74,158,23.98,475.9
2020/8/6 7:10,995.19,15.97,289.52,9.93,67.34,18.18,12.24,5.94,7.69,12.3,1193.53,0.82,1.49,143.1,24.43,467.9
2020/8/6 7:20,995.23,16.42,289.97,10.07,66.03,18.7,12.35,6.35,7.76,12.41,1191.67,1.07,2.14,155,24.95,469.5
2020/8/6 7:30,995.26,16.53,290.07,10.2,66.15,18.84,12.46,6.38,7.82,12.52,1191.21,0.78,1.77,168.8,25.54,469.1
2020/8/6 7:40,995.34,17.12,290.66,10.3,64.13,19.56,12.54,7.01,7.87,12.6,1188.84,0.42,1.04,87,26.18,462.2
2020/8/6 7:50,995.34,17.82,291.36,10.46,62.03,20.44,12.68,7.76,7.96,12.74,1185.92,0.75,1.52,118.3,26.87,462.9
2020/8/6 8:00,995.38,17.62,291.16,10.59,63.38,20.18,12.79,7.39,8.03,12.85,1186.73,1.11,1.82,120.3,27.62,459.7
2020/8/6 8:10,995.46,18.36,291.89,10.55,60.34,21.14,12.76,8.39,8.01,12.82,1183.83,1.23,2.18,147.5,28.4,455.7
2020/8/6 8:20,995.39,19.07,292.61,10.83,58.78,22.1,12.99,9.11,8.16,13.05,1180.76,0.89,1.73,158,29.18,456.9
2020/8/6 8:30,995.35,19.76,293.3,11.07,57.23,23.07,13.21,9.87,8.29,13.27,1177.84,1.04,1.79,154.8,29.99,458.3
2020/8/6 8:40,995.36,20.66,294.2,11.08,54.18,24.39,13.22,11.18,8.3,13.28,1174.24,0.79,1.4,156.4,30.83,449.8
2020/8/6 8:50,995.34,21.52,295.06,11.18,51.72,25.72,13.3,12.42,8.35,13.36,1170.75,1.07,2.38,158.3,31.67,443.3
2020/8/6 9:00,995.37,21.94,295.48,11.17,50.39,26.38,13.3,13.09,8.35,13.36,1169.12,1.26,2.25,149.5,32.51,440.1
2020/8/6 9:10,995.34,22.49,296.04,11.31,49.19,27.28,13.42,13.86,8.43,13.48,1166.85,0.97,1.66,169.4,33.28,436.6
2020/8/6 9:20,995.3,22.92,296.47,11.07,47.16,28,13.21,14.8,8.29,13.27,1165.21,1.38,2.11,139.3,34,428.7
2020/8/6 9:30,995.26,23.6,297.15,11,45.04,29.18,13.14,16.04,8.25,13.2,1162.52,1.01,2.15,114.4,34.69,424.7
2020/8/6 9:40,995.18,24.05,297.61,10.81,43.29,29.98,12.98,17,8.15,13.04,1160.74,1.29,1.85,129.2,35.39,419.2
2020/8/6 9:50,995.09,24.53,298.1,10.9,42.31,30.85,13.05,17.8,8.2,13.12,1158.73,1.65,2.77,107.9,36.08,416.8
2020/8/6 10:00,995.07,24.4,297.97,10.26,40.88,30.61,12.51,18.1,7.86,12.58,1159.45,1.91,3.13,82,36.73,412.9
2020/8/6 10:10,995.11,24.79,298.36,9.24,37.28,31.33,11.68,19.65,7.33,11.74,1158.35,1.62,2.8,66.52,37.26,406.9
2020/8/6 10:20,995.07,25.15,298.72,8.71,35.21,32.01,11.27,20.74,7.08,11.33,1157.08,1.81,2.86,77.03,37.7,404.2
2020/8/6 10:30,995.02,25.3,298.88,8.17,33.63,32.3,10.86,21.44,6.82,10.92,1156.62,1.95,3.35,71.54,38.08,402.9
2020/8/6 10:40,995.02,25.46,299.04,7.01,30.78,32.61,10.04,22.57,6.3,10.09,1156.37,1.05,2.3,28.27,38.39,400.3
2020/8/6 10:50,994.98,26.06,299.64,6.75,29.17,33.79,9.86,23.93,6.18,9.91,1154.09,1.21,2.56,123.4,38.65,399.5
2020/8/6 11:00,994.99,26.1,299.68,6.59,28.78,33.87,9.75,24.12,6.12,9.8,1153.99,1.47,2.88,68,38.95,399.6
2020/8/6 11:10,994.92,26.23,299.82,6.49,28.36,34.13,9.68,24.45,6.07,9.73,1153.44,1.38,2.93,170.6,39.24,400.2
2020/8/6 11:20,994.93,26.56,300.15,6.76,28.35,34.8,9.86,24.93,6.19,9.92,1152.1,1.43,2.7,9.82,39.49,400.5
2020/8/6 11:30,994.93,26.39,299.98,7.26,29.63,34.45,10.21,24.24,6.41,10.26,1152.6,1.36,2.84,224.7,39.69,401.4
2020/8/6 11:40,994.83,26.57,300.16,7.29,29.37,34.82,10.23,24.59,6.42,10.28,1151.79,2.87,4.92,192.3,39.85,401.4
2020/8/6 11:50,994.77,26.45,300.05,7.27,29.54,34.57,10.21,24.36,6.41,10.27,1152.18,1.49,3.81,216.7,39.94,401.4
2020/8/6 12:00,994.67,26.83,300.44,6.98,28.33,35.35,10.02,25.34,6.29,10.07,1150.7,2.23,3.96,252.7,39.98,401.5
2020/8/6 12:10,994.56,26.84,300.46,7.11,28.56,35.37,10.1,25.27,6.34,10.16,1150.48,1.46,3.44,216,40,401.8
2020/8/6 12:20,994.47,26.89,300.52,7.07,28.41,35.48,10.08,25.4,6.33,10.14,1150.2,2.38,4.08,206.2,40.01,401.8
2020/8/6 12:30,994.44,26.95,300.58,7.2,28.56,35.6,10.17,25.43,6.38,10.23,1149.9,2.04,3.66,198.6,40.04,402
2020/8/6 12:40,994.42,27.64,301.27,7.45,27.89,37.07,10.34,26.73,6.49,10.4,1147.16,1.47,3.27,167.6,40.12,402.1
2020/8/6 12:50,994.36,27.85,301.49,7.33,27.33,37.53,10.26,27.27,6.44,10.31,1146.32,1.75,2.9,211.7,40.29,402.1
2020/8/6 13:00,994.24,27.74,301.39,7.4,27.65,37.29,10.31,26.98,6.48,10.37,1146.58,2.41,4.43,180.1,40.55,402.4
2020/8/6 13:10,994.24,27.61,301.26,7.39,27.84,37.01,10.3,26.7,6.47,10.36,1147.09,3.18,5.11,185.2,40.8,402.4
2020/8/6 13:20,994.21,27.82,301.47,7.52,27.74,37.46,10.39,27.07,6.53,10.45,1146.21,2.26,3.54,200.8,40.94,402
2020/8/6 13:30,994.14,27.87,301.53,7.49,27.6,37.57,10.37,27.2,6.51,10.43,1145.94,2.84,4.15,196.7,41.08,401.9
2020/8/6 13:40,994.1,27.78,301.44,7.41,27.6,37.37,10.32,27.06,6.48,10.38,1146.27,2.57,4.92,225.9,41.23,401.7
2020/8/6 13:50,994.08,27.98,301.64,7.42,27.29,37.81,10.32,27.49,6.48,10.38,1145.48,2,3.51,234.8,41.34,401.9
2020/8/6 14:00,994.04,28.24,301.91,7.54,27.1,38.39,10.4,27.98,6.54,10.47,1144.41,1.35,3.24,233.1,41.5,401.8
2020/8/6 14:10,993.94,28.29,301.96,7.31,26.6,38.5,10.24,28.26,6.43,10.3,1144.18,1.42,4.05,9.3,41.72,402.9
2020/8/6 14:20,993.84,28.7,302.38,7.7,26.69,39.43,10.52,28.9,6.61,10.59,1142.38,1.88,3.2,56.84,41.92,402.7
2020/8/6 14:30,993.78,28.52,302.21,7.52,26.64,39.02,10.39,28.62,6.53,10.46,1143.05,2.83,5.31,32.54,42.13,404.1
2020/8/6 14:40,993.77,28.29,301.98,7.33,26.65,38.5,10.26,28.24,6.45,10.32,1143.98,2.85,5,12.61,42.19,403.5
2020/8/6 14:50,993.75,28.56,302.25,7.35,26.26,39.11,10.27,28.84,6.45,10.33,1142.92,1.48,3.96,49.68,42.08,403.4
2020/8/6 15:00,993.71,28.58,302.27,7.19,25.95,39.15,10.16,28.99,6.38,10.22,1142.85,3.23,4.62,42.74,41.98,403.4
2020/8/6 15:10,993.65,28.64,302.34,7.3,26.06,39.29,10.24,29.05,6.43,10.3,1142.51,2.77,5.12,46.81,41.9,403.7
2020/8/6 15:20,993.56,28.61,302.32,7.22,25.95,39.22,10.18,29.04,6.4,10.24,1142.55,2.82,4.02,44.68,41.82,404
2020/8/6 15:30,993.52,28.59,302.3,6.96,25.53,39.18,10,29.17,6.29,10.07,1142.65,3.98,5.83,28.54,41.72,403.6
2020/8/6 15:40,993.56,28.55,302.26,7,25.65,39.08,10.03,29.06,6.3,10.09,1142.85,2.28,4.4,7.28,41.54,402.9
2020/8/6 15:50,993.55,29.03,302.74,6.96,24.88,40.18,10,30.19,6.28,10.06,1141.03,1.58,4.02,13.29,41.35,403.3
2020/8/6 16:00,993.53,29.06,302.77,6.71,24.41,40.25,9.83,30.43,6.17,9.89,1140.97,2.39,4.82,51.99,41.31,403.7
2020/8/6 16:10,993.48,28.92,302.64,6.56,24.36,39.93,9.73,30.2,6.11,9.79,1141.48,3.51,4.97,38.85,41.35,404
2020/8/6 16:20,993.47,28.99,302.71,6.42,24.03,40.09,9.63,30.46,6.05,9.7,1141.25,1.85,4.21,52.84,41.3,403.8
2020/8/6 16:30,993.45,29.13,302.85,6.48,23.93,40.42,9.67,30.75,6.08,9.74,1140.68,2.65,4.68,33.27,41.23,405.1
2020/8/6 16:40,993.47,28.93,302.65,6.38,24.05,39.95,9.61,30.34,6.04,9.67,1141.49,2.9,4.62,39.89,41.18,405
2020/8/6 16:50,993.49,28.75,302.46,6.15,23.91,39.54,9.45,30.09,5.94,9.52,1142.25,3.35,5.64,24.58,41.12,405.8
2020/8/6 17:00,993.49,28.81,302.52,6.08,23.72,39.68,9.41,30.27,5.91,9.47,1142.05,4.27,5.75,34.14,40.99,406
2020/8/6 17:10,993.48,28.91,302.63,6.26,23.87,39.91,9.53,30.38,5.99,9.59,1141.61,2.94,4.68,36.51,40.79,405.4
2020/8/6 17:20,993.43,29.06,302.78,6.27,23.68,40.25,9.53,30.72,5.99,9.6,1140.98,2.25,3.82,53.18,40.6,404.7
2020/8/6 17:30,993.39,29.04,302.76,6.26,23.7,40.21,9.53,30.68,5.99,9.59,1141.01,2.77,5.07,43.2,40.5,404.6
2020/8/6 17:40,993.39,28.99,302.71,6.1,23.5,40.09,9.42,30.67,5.92,9.48,1141.25,2.9,4.31,46,40.43,404.6
2020/8/6 17:50,993.36,28.96,302.69,5.92,23.25,40.02,9.31,30.72,5.85,9.37,1141.38,2.71,4.6,41.21,40.32,405.4
2020/8/6 18:00,993.38,28.86,302.58,6.05,23.6,39.79,9.39,30.4,5.9,9.45,1141.74,3.4,4.75,39.38,40.18,405.1
2020/8/6 18:10,993.42,28.79,302.51,6.39,24.26,39.63,9.61,30.02,6.04,9.68,1141.96,2.75,4.04,57.51,39.99,405
2020/8/6 18:20,993.47,28.61,302.33,6.24,24.26,39.22,9.51,29.71,5.98,9.58,1142.73,3.15,4.97,45.93,39.79,405.7
2020/8/6 18:30,993.52,28.35,302.06,6.4,24.91,38.63,9.62,29.01,6.05,9.69,1143.74,3.39,4.55,47.51,39.57,405.5
2020/8/6 18:40,993.57,27.97,301.68,6.3,25.28,37.79,9.55,28.24,6,9.62,1145.26,3.4,4.39,41.02,39.2,405.6
2020/8/6 18:50,993.65,27.68,301.38,6.4,25.89,37.16,9.62,27.54,6.04,9.68,1146.44,2.81,3.57,42.89,38.69,406.2
2020/8/6 19:00,993.69,27.43,301.12,6.82,27.05,36.62,9.91,26.71,6.22,9.97,1147.31,1.67,2.47,22.09,38.16,408
2020/8/6 19:10,993.74,27.09,300.78,6.9,27.75,35.9,9.96,25.94,6.26,10.02,1148.64,2.31,3.74,22.52,37.67,409.4
2020/8/6 19:20,993.75,26.95,300.64,7,28.16,35.6,10.03,25.58,6.3,10.09,1149.16,2.33,3.19,23.23,37.2,410.1
2020/8/6 19:30,993.81,26.75,300.43,7.01,28.52,35.19,10.04,25.15,6.31,10.1,1149.99,2.28,3.02,11.16,36.74,410.9
2020/8/6 19:40,993.87,26.51,300.19,7.05,29,34.69,10.06,24.63,6.32,10.12,1150.97,2.82,3.49,5.42,36.29,411.4
2020/8/6 19:50,993.97,26.25,299.92,7.22,29.79,34.17,10.18,23.99,6.39,10.24,1152.03,2.85,3.42,2.46,35.83,411.8
2020/8/6 20:00,994.08,26.08,299.74,7.28,30.22,33.83,10.22,23.6,6.42,10.28,1152.8,2.72,3.33,5.31,35.4,411.9
2020/8/6 20:10,994.21,25.85,299.5,7.31,30.7,33.37,10.24,23.12,6.43,10.3,1153.83,2.6,3.33,3.51,34.99,411.9
2020/8/6 20:20,994.34,25.69,299.33,7.29,30.95,33.05,10.23,22.82,6.42,10.29,1154.6,2.45,3.27,4.98,34.61,412
2020/8/6 20:30,994.43,25.48,299.11,7.35,31.47,32.65,10.27,22.37,6.45,10.33,1155.5,2.06,2.74,0.85,34.26,412.5
2020/8/6 20:40,994.54,24.95,298.57,7.62,33.08,31.63,10.46,21.17,6.57,10.52,1157.59,1.11,2.22,2.3,33.96,414.7
2020/8/6 20:50,994.61,24.44,298.05,7.68,34.23,30.68,10.5,20.18,6.59,10.56,1159.65,1.06,2.33,16.26,33.7,415.4
2020/8/6 21:00,994.67,23.88,297.48,7.84,35.79,29.67,10.62,19.05,6.67,10.68,1161.85,0.6,1.17,40.35,33.45,417.5
2020/8/6 21:10,994.71,23.52,297.12,7.93,36.81,29.04,10.69,18.35,6.71,10.75,1163.28,0.25,0.48,102.4,33.21,418.7
2020/8/6 21:20,994.75,23.26,296.86,7.87,37.24,28.58,10.64,17.94,6.68,10.7,1164.36,0.3,0.57,61.78,32.98,418.3
2020/8/6 21:30,994.81,23.02,296.61,8.04,38.22,28.17,10.77,17.41,6.76,10.82,1165.33,0.44,0.92,36.65,32.76,419.5
2020/8/6 21:40,994.89,22.84,296.42,8.21,39.08,27.87,10.89,16.98,6.84,10.95,1166.07,0.98,1.27,62.38,32.54,422.8
2020/8/6 21:50,994.93,22.56,296.14,8.23,39.81,27.4,10.91,16.49,6.85,10.96,1167.22,0.48,0.96,50.39,32.3,423.4
2020/8/6 22:00,995.01,22.15,295.72,8.31,41.05,26.72,10.97,15.75,6.89,11.03,1168.91,0.35,0.73,142,32.07,424.2
2020/8/6 22:10,995.07,22.05,295.62,8.35,41.41,26.56,11,15.56,6.9,11.05,1169.36,0.32,0.6,100.4,31.84,423.9
2020/8/6 22:20,995.1,21.85,295.42,8.52,42.4,26.24,11.13,15.11,6.98,11.18,1170.12,0.5,0.96,93.7,31.63,425.8
2020/8/6 22:30,995.11,21.56,295.12,8.47,43.01,25.78,11.09,14.69,6.96,11.14,1171.32,0.54,0.83,45.12,31.42,426.1
